"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10"
"Roanoke, VA",155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192500,189950,199950,199950,199950,199950,199950,199950,199900,196950,199950,194975,197500,208875,214950,209900,205475,201750,204950,199950,199900,199000,195000,194950,194900,199000,199950,205000,200429,205000,204000,208500,208975,205500,199950,199250,201975,214950,221950,224950,224950,229900,225000,224950,222950
"Green Bay, WI",156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130000,135000,135000,136000,137950,139900,139900,139997.5,141900,139900,139500,139000,139000,139900,140000,141950,142950,144900,144900,145000,144900,140400,139900,139900,137500,135950,144000,148400,148500,149900,149900,149900,149900,147900,144900,142900,143500,144900,149900,149900,149900,154900,158999,164900,162500,159900,159900,159900,169500,169250,165000,169900,172000,184900,184400,184900,179900,179900,184900
"Lincoln, NE",157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139500,139950,139900,139900,139500,139900,139900,139887.5,144955,145000,143625,147500,154000,159500,156950,157500,157500,159000,157950,159000,157900,159900,169000,169900,182950,182500,179900,175000,174500,174900,178000,179900,178000,184900,194625,199900,194950,203500,195250,189900,189900,184900,188900,185000,184950,194000,199000,204900,229250,238900,229900,224250,219900,218000,215000
"Fort Collins, CO",158,250000,255000,250000,249900,249999,255999.5,259000,269000,265000,244900,225000,222000,229000,215900,219500,219000,229450,235900,235000,229900,229590,224000,219000,209000,211891.5,213000,219900,219000,225000,227500,229900,234900,229900,227000,249900,250000,264900,259694,264450,265000,270000,275000,279000,279900,285000,289500,287500,289995,290000,294945,298950,305000,309900,305000,307165,315000,315000,316500,325000,330000,339975,348750,344000,340000,345000,350000,349000,350000,359900,363950,365000,370000,373950,364513,360308,361893,369900,365695,365490,360000,365000,364950,369900,369925,369900,375000,369949.5,379000,384900,387154.5,395000,390000,395950,398000
"Utica, NY",159,139900,134900,139000,134900,135000,134900,134950,135000,134900,132900,131900,129900,129900,124900,129900,134900,134900,134900,135000,135000,134900,129900,135000,129900,129500,129700,137700,134900,129900,129500,124500,118500,117900,114995,123700,119900,119900,120000,125000,126900,129900,129900,129900,129000,125450,125000,124900,119900,119900,124500,125000,129000,129900,129900,129900,129900,129900,129000,125000,119900,119900,120900,124250,129000,129900,132250,129900,129900,129900,127900,126000,128900,127500,125950,129000,129900,134900,134900,132250,129900,128950,124950,124900,120000,119000,119000,124900,129900,134000,134900,137500,135000,134900,132250
"Columbus, GA",160,156000,156000,154950,155600,154900,155900,155000,154900,155000,153944,149900,145000,149000,147000,148000,145000,148000,149994.5,154500,149900,150000,155000,154900,149900,154659,149900,155900,157209,150000,149900,147500,149900,144900,149900,150190,158050,155800,155000,162500,169900,169900,169925,165950,162990,164900,165000,162990,169900,162995,164900,163950,166950,169900,169900,169500,168522,165000,161950,159900,158700,159900,164000,158000,159900,162950,167900,165000,159900,163500,159900,157250,159050.5,159900,159500,159900,159900,158900,159900,157700,149900,144900,144900,143343,139000,137950,139900,144900,149900,150000,149900,152250,149900,146900,146700
"Boulder, CO",161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395000,389250,395000,397500,405945,411500,410000,410000,410000,420000,415000,419250,408900,409000,415950,424418,424900,447995,449000,449000,449000,458450,456945,449900,464900,481097,483103,478412.5,475000,465000,468245,475000,489312,495000,499000,512000,509000,508950,524900,526000,539900,548350,539900,525000,524900,519900,510000,529900,538803,534936.5,535000,559000,579350,594450,575000,571150,569000,569997.5,565000
"Lubbock, TX",162,130000,134700,135000,135000,135000,134900,134000,132000,132000,129970,129900,129000,129825,129500,129000,129000,129900,129500,129000,128000,125000,124250,120000,119900,119950,119900,122000,124000,119950,119900,119900,124000,119900,123900,124974.5,125000,124950,129900,138000,139500,139900,144000,149900,144700,144900,149900,144900,144950,125000,129000,135000,135000,139900,139250,135000,139000,132500,132000,134900,131750,132000,135000,139900,155000,156000,159900,166500,168500,165450,169000,169000,167500,168225,169000,186350,189250,184900,184900,187075,184900,184380,184950,180915,179900,179900,183000,193500,199900,205900,201950,205000,203997.5,204950,199000
"Erie, PA",163,119900,125000,120000,119900,124900,129900,129900,129900,130000,129000,119900,119900,114900,122700,124500,119900,119900,122900,122900,125000,124500,124850,120000,101000,109900,113000,113000,114900,119900,119900,114900,110000,109900,109000,114900,112000,110000,109975,112500,115000,119900,123000,119900,119000,119900,118375,113900,110000,112000,114650,117250,124900,129900,129900,129900,127750,124900,123500,121500,122500,119900,121500,122700,125000,129500,129900,129900,129500,125000,122000,121900,119900,119000,116900,119900,121950,124950,129900,134900,130000,129900,130000,129000,125000,125000,125000,129000,129400,132250,134900,133100,132900,132900,129900
"Fort Smith, AR",164,135000,136000,130450,129900,129900,129900,129500,127900,127950,124900,121900,119900,119000,115000,119000,119900,119900,122500,124000,125000,123250,119900,119900,119900,119500,119000,114500,115450,120000,124900,124900,122900,120000,119000,125950,126250,129900,129900,132900,132500,129950,133500,132500,129900,128900,129650,128500,127450,125000,125000,125000,127950,130000,134000,132950,132000,132000,125950,126000,125000,125900,126900,126250,129500,129000,129000,135000,135000,132949.5,135999,136000,130000,134900,129000,130000,130650,134900,135000,135000,134900,134900,134500,134900,130000,134700,136000,139000,139500,139900,139900,139900,135000,138000,137500
"Duluth, MN",165,157900,148000,145000,145000,144900,148500,149900,149900,159900,159000,155000,149900,149100,149000,149000,149500,149900,149900,149650,145000,139900,139500,134900,129900,129900,129500,129900,129900,130950,138900,139200,139900,139900,139688,144900,139700,139700,139900,139900,144900,145000,149900,149900,149500,144900,142000,139999,139900,138000,142000,144000,149900,159900,159900,159250,155000,154900,155000,157500,149800,145450,145000,156400,164500,169000,169900,169000,165900,164900,164900,159900,152000,149900,150000,159000,154900,159900,159900,160000,159500,158000,154900,150000,149900,144900,147500,154900,160000,169900,169900,167900,164900,160950,159900
"Egg Harbor Township, NJ",166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229000,229000,234900,229900,239000,239000,238900,234900,230000,229900,228900,225000,228900,229000,229900,234900,229900,235000,235900,229900,229900,225000,219900,215000,210000,219000,215000,210000,215000,215000,215000,216395,210000,204900,199900,199000,198500,195000,199000,199000,199500,199900,199900,199900,199900,199900,199500,197500,197900,195000,195000,199900,203676.5,199999,2e+05,199900,209900,209000
"Norwich, CT",167,239000,265000,259900,254900,249450,249900,245000,245000,249250,249000,249000,236450,235000,235000,235000,239900,247000,249900,249900,249900,245700,239900,239900,239500,239900,239900,239900,239900,249000,240000,239000,234900,235000,229000,225000,220000,219000,219900,225000,234900,238900,239000,235000,231450,229900,228000,219900,219000,214900,218000,224000,229900,232000,239600,234900,229900,229900,229000,225000,220000,219900,220000,224900,225250,229900,229900,229000,224947.5,225900,225000,226400,220000,219950,219900,224900,230000,239900,239500,235000,233500,235000,232000,234950,229900,225000,224900,229900,244700,249000,249900,249500,249900,249900,245000
"San Luis Obispo, CA",168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531500,535000,544990,529000,519450,515000,539000,545000,549000,549000,548999,539000,539000,547400,559000,557500,550000,559000,569900,575000,582333,579291,582416.5,582648,594000,590353.5,589000,584450,579500,589000,589900,599000,599000,599000,599000,620000,619000,625000,642500,649000,649000,640000,649000,659000,661500,659250,667250,659000,659000
"Gainesville, FL",169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154900,159900,159000,165000,169900,174000,174900,174900,174900,172950,169900,169500,165000,165000,169900,169900,174900,179000,177400,175000,174700,178500,176000,175000,182000,178300,179312.5,189900,193450,192950,199449.5,196450,191331.5,194900,199650,199000,189900,189900,194900,199500,210500,215000,215000,211000,212900,215000,219900,219000
"Santa Cruz, CA",170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649000,649000,625000,639000,649000,657500,685000,698250,689000,679000,699950,699000,695000,699000,679000,699950,768000,709000,729000,749000,749000,749900,768500,749000,749000,750000,749000,749000,769000,799000,824000,825000,799959,799000,795000,799000,795000,799000,775000,779000,799000,810000,8e+05,799000,815000,829000,848899,845000
"Clarksville, TN",171,143500,145000,145000,145000,144900,144900,142900,140250,144500,145000,143000,141925,140000,142900,144900,147500,149900,150000,153000,154900,154675,155000,159500,157500,155500,157000,159900,162000,159950,159000,155900,153900,147500,146900,151000,153975,150500,152500,154900,156925,159900,159900,159900,157900,155000,155000,155000,155000,155000,159900,160000,162000,164500,162900,164800,160000,159000,158000,156000,155000,159900,164500,164000,165000,169900,169900,167750,168900,165000,165324,165000,164900,164900,167000,167900,168500,169900,169000,169900,168648.5,165000,164900,163000,164900,160950,169900,172249.5,175000,174945,175000,179000,177500,179900,182700
"Cedar Rapids, IA",172,146200,146450,147000,147900,139950,139900,143000,142500,139900,136500,137200,135950,134900,132950,134999,138250,139900,139999,139999,139950,139900,140850,141900,139900,139900,139900,142000,139950,140000,145000,143900,139900,139900,139000,139900,138250,139900,143500,143500,144900,147500,148900,149000,149182.5,143200,144500,144900,144500,144000,144950,148500,147500,148500,149500,147500,145000,145000,148450,149000,149950,150000,150000,154450,150000,152700,150000,150000,149900,149900,149500,146950,149900,149500,149950,154900,159900,164975,165000,165000,164400,159950,159900,164600,162500,165900,169900,173500,174500,175950,181000,181900,175000,174950,173912.5
"Merced, CA",173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175000,179900,181500,189000,205000,209000,204950,215000,219000,219000,218500,215000,199900,199900,2e+05,214450,218900,224750,226000,229900,229000,229950,230000,229900,229900,229000,229700,229900,230000,235000,235000,239000,244900,248000,249900,250000,253700,258000,255450,259000,259807,259900,262000,262500,265000,269900,272000,274900
"Wilmington, NC",174,249500,239900,239900,237000,235000,229995,225000,229000,229950,215900,209900,2e+05,199900,199000,199900,203500,205900,210000,207500,2e+05,199900,199900,189900,189900,207000,209900,207730,199900,199900,2e+05,199900,201280,199900,199000,219900,220000,220000,227700,230100,239900,242000,245593,249000,246258.5,249000,245000,242000,244900,240000,244000,249500,252787.5,249999.5,244000,244000,243900,239900,241550,239900,239900,239000,242900,243000,249900,249900,250000,251900,250000,259000,258000,259000,269900,267900,267995,269900,273400,274900,273900,274900,276900,275000,279000,279900,280000,279900,284900,288387.5,294500,297545,296900,295000,298999,299900,299000
"Kennewick, WA",175,204900,199900,206937.5,204000,199950,204900,208400,207950,209900,202500,199900,199950,199970,203325,206450,2e+05,209900,209000,209000,209900,210000,205000,199900,199900,2e+05,199999.5,199925,203990,2e+05,199900,199900,199900,199900,199900,199500,199000,199900,199900,198700,199900,205000,209900,209900,209900,209000,209000,199900,209900,199900,2e+05,206674.5,214900,215000,225450,228400,229900,229950,229000,229500,224000,230000,239900,242078.5,244900,244200,244900,239900,248700,259900,259900,259900,264970,259900,254900,259850,256400,262900,259000,252500,249900,248292,254900,259900,264997,269500,283900,290000,291214,297897,298900,295424,299000,299000,304400
"Greeley, CO",176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209000,209000,210000,219000,224000,224925,225600,229950,233000,239900,243070,245000,250000,250900,254900,259900,255000,254900,259900,265000,266462.5,275000,278860,285950,285420,290000,282500,287000,286900,289000,289300,294000,294168,294750,292225,297000,303950,3e+05,299900,3e+05,309900,313870,317814,318000,316089.5,316538,319900,319999.5,324900,329900,339500,345000,350750,357495,355000,358950,359900,365000,365870.5
"Waco, TX",177,129900,129900,129900,129500,125000,129000,129000,129900,134900,136000,134600,133000,132000,129000,129200,134900,138500,139000,139900,139900,139500,137900,134900,130000,132828.5,127900,132900,131500,129500,128800,127500,125000,121400,128900,135000,134900,134000,135000,135000,135000,139788.5,140000,139900,139900,139500,143000,139900,146400,149500,148950,149900,149900,155000,155000,158000,159500,154900,151500,153100,149949.5,150000,150000,154900,158800,159500,158750,158550,159900,161000,155000,158650,158550,158800,150000,152900,160000,165000,169900,169900,169640,171600,169000,169900,173100,168250,169900,174450,181000,195000,184000,184900,185000,187500,181967
"Lynchburg, VA",178,214925,209900,209900,207450,199950,199950,199900,197250,189900,189500,184900,182900,179950,177900,184900,185000,189900,188250,184900,183450,179900,179900,169900,169000,169900,173900,169900,169900,169000,165000,164900,164900,164900,169000,173000,169900,172700,175000,179000,179900,179900,179900,184900,179900,179900,174900,174900,169925,179000,169950,174900,179000,179900,183900,179900,179900,179900,179350,174900,169975,170000,173200,175900,179500,179900,179900,179900,179900,179900,179900,179900,179900,183300,184999,188500,189500,189900,189900,189900,189900,189900,186900,189700,189900,189900,189999,194900,197925,199900,204900,199925,2e+05,212500,212000
"Olympia, WA",179,223000,224995,229000,229900,229000,229995,234900,239950,244950,229990,224990,224900,219950,222325,225000,224785,229000,229950,229990,230000,229950,225000,219900,219000,221900,217472.5,214995,213472.5,219950,219500,219000,219000,214990,214525,234950,234999,234990,236500,238000,235000,240000,242900,244950,244950,244950,242000,239950,239900,237000,239900,249000,249900,249950,254900,249975,255000,255000,249950,245000,235000,235000,244900,249900,259000,259950,264250,260000,260000,264700,259900,259900,259970,264900,263475,263000,269000,272400,259900,263975,269900,264900,269900,272224,274925,269700,274500,280000,285750,295000,295000,294900,289000,289900,295000
"Amarillo, TX",180,146000,146500,141900,140000,139900,139900,139900,138000,141950,139900,139900,139900,139500,135000,137900,136500,139900,142500,145000,145000,147900,145000,145000,139900,139900,135000,139900,143000,139900,146700,140000,135900,130000,134900,139900,139900,145900,146500,147500,149000,151000,149999,149900,148400,147750,146450,146325,147525,149949.5,152850,159000,159900,164500,165000,159994.5,159945,159900,164900,164700,161950,164500,162500,165000,170000,170000,175000,177250,173500,171042.5,170550,171075,169949.5,174900,177967.5,177967.5,189000,189000,193950,195000,191975,188000,184500,182000,184950,184500,183015,187400,189000,189900,190000,193100,190950,194999.5,191750
"Town of Binghamton, NY",181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124899.5,124900,125000,124700,127700,128900,128100,129000,127500,129000,128500,125000,125000,124900,125000,129000,129900,130000,133900,134450,132000,129900,129900,129900,128000,127000,127500,129900,129000,129000,129900,129900,129000,126500,124900,124900,125000,122900,119900,124500,123500,124500,124949.5,124900,124000,119950,119900,115000,113900,109900,110000,114900,119000,120000,122000,124500,122000,120000,119900
"Martinsburg, WV",182,174450,174900,169900,169500,169900,168000,167324,164900,168275,165990,165000,159900,155000,154900,157500,157950,159900,159900,159900,161500,159900,159900,159000,149990,149990,149900,149900,149900,150000,150000,154900,154900,149900,149900,150000,150000,154900,158800,159900,164900,169000,169900,169900,169443.5,169900,169900,164900,164990,164900,169900,174900,176550,179900,180000,179900,179900,179900,179500,178900,175000,175000,174900,172990,174900,175000,175450,174900,174900,174900,174900,175000,174900,170400,174900,179000,179900,184900,183000,184900,179999,179900,179900,179900,179900,179900,179900,185000,189990,192500,195000,196000,194900,194900,197350
"Bremerton, WA",183,289950,285000,284950,269500,265750,269000,269900,259000,264950,262000,264900,254900,249900,239900,243450,243900,249650,258900,255000,259000,259000,249900,243000,230760,238250,239500,239900,241950,242500,245900,244000,237836.5,228100,225000,244900,241450,245000,245000,249638.5,249900,256900,262950,262950,260000,263900,259950,249000,249900,241000,248500,249000,259000,269900,270000,275000,271000,271500,264950,249900,235000,247900,254950,261900,274900,279900,285000,280000,279900,279150,276000,275000,274900,270000,278000,279999,285663,299500,304950,3e+05,302000,302975,299950,299950,299950,299950,302450,310000,319950,331200,339000,339950,339000,334613.5,329500
"Laredo, TX",184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155450,150000,146990,146000,155000,159900,159000,159450,150000,158500,145900,144950,149000,142000,139950,145000,155400,158950,154000,157200,159900,159900,163000,152000,164800,164500,175000,188990,189000,192250,192500,189900,191990,191990,189900,193990,191990,175000,169900,168000,170000,173000,179500,178000,175000,178000,179990,179000,175865,173790,174900,178312.5,183476,181500,179999.5,184900,182750,182990,182815
"Yakima, WA",185,188900,179999.5,178750,174500,168000,172975,176750,179950,189000,174900,159900,164500,164950,165000,169900,169950,173000,174900,179900,179900,179900,183450,179950,179900,177000,179900,184000,185000,184700,185000,183000,184950,180000,179900,179700,179900,179900,179975,179900,190000,199000,199500,199500,195000,189000,189500,179000,179000,175000,175000,175000,179900,179900,189900,192500,195000,193000,193500,189000,175000,179900,190000,190000,191999,194950,194900,195000,195000,199000,198500,201500,207500,199945,199900,199900,199900,194850,195000,199900,199000,195000,2e+05,199000,199500,189975,195000,199000,199500,210000,220450,225500,225000,222450,219250
"Crestview, FL",186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283575,279000,279000,275000,295000,295000,297982.5,299000,297900,296450,299500,290000,289000,293500,289000,299000,306400,299500,299000,299000,304900,299900,303610,299000,301500,309000,320000,325000,329000,339500,344900,354900,349900,355000,365000,359900,369000,375000,374900,369900,372750,374900,375000,386149,399000,398950,395150,399100
"Topeka, KS",187,121125,124900,125000,129000,129950,129900,129900,129900,129900,122250,119000,114900,112250,114250,115000,119450,119900,124000,124900,124900,122500,119000,115000,109950,107825,109900,114900,114900,114900,109900,104900,99900,95000,99000,101000,1e+05,105000,109500,114900,116900,115000,114925,115900,114900,114900,110000,109900,109450,105000,105550,109900,114925,115000,115000,117500,114900,110000,110750,106930,103750,106950,108500,110000,111950,114000,115000,114900,114900,115000,119900,114000,102900,99900,103250,109500,110000,110000,117950,119000,114900,115000,116000,109000,105000,104000,106900,114900,121500,124950,125000,119900,114500,109999,114500
"Macon, GA",188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114900,114900,115000,115000,114900,115000,116250,120000,119900,124900,119900,119900,119900,111900,118900,124000,125000,125000,127000,129000,125000,125000,128000,128250,119500,128500,128900,129500,129900,131900,129900,127500,127500,127000,125000,122162.5,120000,125000,124900,125000,129900,129900,130000,139500,132250,129500,127900,129000,129900,129900,129900,139000,140000,149500,148000,145900,149900,143999,143499.5
"Champaign, IL",189,150050,152900,154900,150000,149900,149900,149900,149900,149900,146500,139000,134900,129900,129700,129900,129900,129900,129900,129925,129900,127500,122000,119900,119900,119900,119000,124900,119900,119900,119900,119000,116825,115000,114900,125000,121750,119999.5,124900,127900,125000,125000,127900,129900,127950,124900,123000,123000,122500,119900,120000,124900,129700,129900,129900,129900,129900,127700,129500,125000,124900,123900,124900,130000,132000,134700,130000,132900,134900,134900,131900,135000,131450,131900,135900,139500,144900,139900,139900,141000,135950,139900,135900,135000,134900,135900,134950,139900,144900,149900,150000,149900,145900,149000,144900
"Tuscaloosa, AL",190,166200,165900,163900,159900,159900,164900,164900,159900,158200,149900,148250,145000,142900,139900,144900,149900,149900,154900,155000,154900,154900,154400,144900,139900,144900,144900,139900,139900,144250,148900,145000,149900,149900,149900,169900,168900,165450,164900,170450,174900,179250,174900,179000,179900,189900,185900,189900,189900,184900,193150,195450,196450,194500,190700,189500,189900,198900,199900,199825,186900,189900,189450,184900,185900,189900,189500,189900,189900,189900,189400,179900,179000,174900,168500,169900,174900,172900,169900,169900,169900,169900,174900,175900,174900,174500,169900,174075,178900,179900,185000,188700,189900,184900,179900
"College Station, TX",191,175000,174700,169900,170000,170500,169900,169900,170000,174999.5,174900,170000,169800,165000,164000,164900,159900,159500,159000,159900,159900,159950,159900,158000,159500,158900,159900,159500,160346,160000,160000,161900,161900,162900,162900,162900,163900,162500,162500,163900,164900,165000,168850,169900,169900,170000,169900,166400,170750,173100,173500,165200,172500,184900,179700,179500,189500,193000,189900,192500,194900,194900,199900,204900,219727.5,219900,219900,238500,239900,243100,240800,250800,260000,249200,229500,228337.5,239900,239900,249900,259900,269000,269900,265000,264900,275950,279900,279900,289900,294900,287900,294700,280000,284900,289900,279900
